mu,std
8.40173126222957e-05,1.42051589614345e-05
0.00542208530433595,0.000894682655295804
0.0216847700851168,0.00350121648388158
0.0432112378330984,0.0068462087124676
0.0650912448645774,0.0101503364365545
0.0851636458934674,0.0131132833147366
0.10271211768313,0.0156690284191636
0.117629567632074,0.017840992320563
0.130039585630947,0.0196796703410234
0.140137223743826,0.0212379969118085
0.148124558873732,0.0225623477956119
0.154186365780434,0.0236898337937
0.158482557509965,0.0246480358058361
0.161147388316121,0.025455596031713
0.16229110471702,0.0261230123814827
0.162002192825107,0.0266533686187442
0.160410022352286,0.0270531068811011
0.158385174163636,0.0274549066613924
0.156201671146195,0.0278989993243031
0.153867129247564,0.0283816405004853
