"mu","std"
NA,NA
NA,NA
-0.0148894496616154,0.00849639258163564
0.0172729355339657,0.00916944123838279
-0.0110987688728849,0.00886888096856949
0,0
0,0
0.0111045697533239,0.00680139414352688
-0.00057124835364669,0.00625944218520797
-0.00732395144245179,0.00796106085135653
0.000711451848063419,0.005858993328142
-0.0041453253935178,0.00678161675243983
0,0
0,0
0.00437338012872436,0.00454940916889656
0.00329596006716961,0.00408950784406009
0.00556811796486547,0.00511295206400848
0.00400453773875358,0.00498395670853348
0.0020538554959789,0.00413534198861131
0,0
0,0
-0.00205996098961509,0.00530216602757598
0.00693672556099233,0.00386194943204877
-0.00213030174854661,0.00388120519158323
0.00362752193737561,0.00411095463798522
0.00146532097608296,0.00474499368158613
0,0
0,0
0.00710671787964126,0.00524769303352072
-0.00454074359158561,0.00528505462943091
0.00606141249682042,0.00502001340575951
0.00881881924680955,0.00755002651176941
-0.00506867158110467,0.0050033697355027
0,0
0,0
-0.00474698634730546,0.00517268019345902
0.00527040369117024,0.00861669386506031
0.00837847444808887,0.00493703445047048
0.00216516762518915,0.00273424985727174
0.00160206531610197,0.004750281415935
0,0
0,0
-0.0053805532238447,0.00386630213506961
-0.00278205449782964,0.00434425251609284
-0.000492603272841279,0.00642953948916762
-0.00356650299503585,0.00445450925149288
-0.0119273224973235,0.00496336288607656
0,0
0,0
-0.00591076255508047,0.00314721768608093
0.00340531634189013,0.00598812679320656
-0.000833877532520577,0.00717394934417986
-0.000210729122228739,0.00454399185203024
0.00437180508084987,0.00303248779213747
0,0
0,0
-0.00865998605559455,0.00619312349800509
-0.00655249080810378,0.00430559049147032
-0.0184888946069199,0.00528212214864699
-0.00646092206004668,0.00560970903897699
-0.0038613583967625,0.00438149869056324
0,0
0,0
-0.0048091412645418,0.00439613651753851
-0.00389547439344742,0.00367707622294824
-0.00998053049784008,0.00429087912426828
-0.00378995870236924,0.00464958854241325
-0.000376551138391151,0.00412761956075842
0,0
0,0
0.0147520763412598,0.00641651746329339
0.0073875904213692,0.00538282956717461
0.00273808256776909,0.00516665488278316
-0.00206558629073336,0.00475775761063401
-0.00468552424147559,0.00410070538280546
0,0
0,0
0.00461177939754036,0.00818778598510841
-0.000752407821177865,0.00501762756000477
-0.000906315585993037,0.00471018584067222
-0.00335854773203138,0.00334504210321255
0.00560003506692501,0.00566848036296043
0,0
0,0
0.000841029537181473,0.00640536147914891
0.00344028394189568,0.00493806979619495
0.00385737252445602,0.00563213034396251
0.00703577605599109,0.00541769788153945
-0.0292833433075387,0.0443009508476744
0,0
0,0
-0.047310593024994,0.0313732521516376
-0.00659757502095986,0.039275022325188
-0.0247076917528803,0.027584689892956
0.00332276545812247,0.0206432218168371
-0.011087672945419,0.025522136941086
0,0
0,0
0.00553478285594495,0.0337292346896469
0.00375278124018605,0.0309793327447765
0.0438544029977371,0.0214611250924853
0.0204624530754503,0.0259282790786251
0.0207024709376475,0.0203944675317666
0,0
0,0
0.0284484607555937,0.020873364047408
0.0138861759228822,0.0139893591576233
0.0112848500593692,0.017011624869744
0.00849383477078271,0.0184035876013156
0.0343960061589457,0.0225142752490252
0,0
0,0
0.048150341585014,0.0308238837287622
0.0455145649927922,0.0263492615278173
0.0627530505148415,0.0172308217991737
0.0463620242392989,0.0187776336860225
0.0470328212378684,0.033380580270238
0,0
0,0
0.0146053615482875,0.0373233751149141
0.0125297168114312,0.0299025208793313
0.0161776419339356,0.0173562007560384
0.0504815681785012,0.0177218908428488
0.0723292180262007,0.0273982822049394
0,0
0,0
0.0417132432963234,0.0340446030456997
0.0302337724940032,0.0154817880385853
0.011474620596404,0.029707214774606
0.0654137766174956,0.0189166825892999
0.04416708335573,0.023668261225401
0,0
0,0
0.038482369839791,0.0278535973047892
0.0329981019594485,0.0139163399560037
0.0589218992132113,0.0272921511963467
0.0545044677167665,0.0286772511641635
0.061893521125393,0.0211571925354306
0,0
0,0
0.0356856748767981,0.0422461329317165
0.0441280445605967,0.0205258283921474
0.043181045546337,0.0197701135448671
0.0865443864883942,0.0188982354163973
0.0543644935349926,0.0154185000119887
0,0
0,0
0.0418219450644734,0.0265072610071198
0.0336210210406077,0.0261287320497625
0.0542323989805125,0.0286950637059442
0.0528832060518036,0.01787307451636
0.0718653918573737,0.0273538484690017
0,0
0,0
0.0209969127698308,0.0254799406663009
0.0595108329336732,0.0446424174332153
0.0691883364377609,0.0232676343695567
0.0479888778184354,0.0269351794135825
0.0593807675074706,0.0206582779750027
0,0
0,0
0.0449786904359698,0.0305772069375201
0.0500000019246834,0.0164372262040577
0.0348002081746938,0.033297759522557
0.024355782785916,0.0327667651253749
0.0673827275361071,0.0270132070479208
0,0
0,0
0.0664027181026794,0.0302130568180964
0.0345963457727212,0.014277858195999
0.0508740214517011,0.0255605029526633
0.0296351066190149,0.0148437342778934
0.00956006788401772,0.0274821239545187
0,0
0,0
0.0292624627902057,0.0260193883093
0.0668707522221681,0.0354417228220553
0.0644977428229077,0.0301600778141441
0.0956037434719618,0.0400448605870936
0.0718618186798987,0.0357413987764012
0,0
0,0
0.0614370932307841,0.0402643227583259
0.0366711746040954,0.0431075076827858
0.0305194219303314,0.0246634900109403
0.0167406426231567,0.0426456078012543
0.0467433767212385,0.0232200900627806
0,0
0,0
0.0819785073248389,0.0151127831419236
0.0545866546332417,0.0285753183351996
0.0762392257622192,0.0180458060857842
