"mu","std"
-0.0673375919717139,0.041098544137071
0.00431008196339936,0.0669744874385264
-0.124782520070645,0.0457036649611301
-0.0651472295106179,0.0521188722589356
0.0332158504863376,0.0469228082606565
0.00848391078584971,0.0314581092183746
0.0777907151710167,0.0452056367748486
0.0611329715846195,0.0440447370484156
-0.0354065084723045,0.0667857637025768
0.0450681884499446,0.0543366077860878
-0.0649926511979209,0.0599771890711087
0.000118645724559051,0.0666368273890452
0.0077765387453206,0.0480114572639379
-0.0391317768202077,0.061546823753521
0.085537661558098,0.0396500045861929
0.060169900630183,0.0516831666914206
0.0855299218196593,0.0366792150819649
0.0631384275150715,0.0539011360687601
0.0273969864352714,0.0565547362769746
0.056690873324473,0.0468060208832104
