"mu","std"
-0.0671588723826718,0.0408179568934499
0.0036429893309924,0.0706823429611792
-0.123810891252589,0.0474530113803629
-0.0653444698732187,0.0596008987842919
0.0322399108715421,0.0449415491572537
0.00789410026475446,0.0315713269987499
0.0770769512197682,0.0441078241990576
0.0591630265873295,0.0478797961871596
-0.0346390070440726,0.0628056158290447
0.0432393501157211,0.0497867552327736
-0.0661897415281892,0.0602135617332242
-0.000412068254527731,0.0704166259830928
0.00822827253347979,0.0488180462428477
-0.0391132597680025,0.0635534090236377
0.0859511257625697,0.0411986080121344
0.0608832937301032,0.0542912779941678
0.085257842094221,0.0376966662649239
0.0632461196441834,0.0601033473735909
0.028008035616413,0.0576750721761811
0.0563350755282152,0.0526543193486092
