"mu","std"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0,0
0,0
NA,NA
NA,NA
NA,NA
NA,NA
0.00433173841147845,0.0145643722429451
0,0
0,0
-0.0373748676491275,0.0144764882018127
0.0207163823508725,0.0193887522276914
-0.014378754012764,0.015342771737493
0.00132017780541789,0.0165357683419938
-0.00557876158852143,0.0108285238139444
0,0
0,0
0.00602697498338449,0.019709722141668
0.00366282813023768,0.0163251623265632
0.0433806882700977,0.0200889455131395
0.0153118351232446,0.0162896375282091
0.0152557721861817,0.0119388355199589
0,0
0,0
0.0178865833749928,0.0207488920430546
0.0140131707875803,0.0147409557491661
-0.00175885019144066,0.010864821519917
0.00866708687149635,0.0120950789234201
0.0147113176407272,0.0141334013961361
0,0
0,0
0.0264746952631048,0.0176563016378175
0.0381342896686993,0.0179989211603555
0.0575598033287014,0.0174250651109498
0.0481468700882797,0.0140657216522152
0.0402531777805873,0.0198739825515776
0,0
0,0
0.0181925623959719,0.0202346297758646
0.0237120029554125,0.0152778114920997
0.00942319875960826,0.0103510134701786
0.0470270728854824,0.0125649997170096
0.0726406533050627,0.0182066244760444
0,0
0,0
0.0309722687145088,0.0234147325988851
0.0281674295288391,0.0140942642972076
0.0171696183400278,0.0179869170958691
0.0578600029554126,0.0149088852280443
0.0448081008575104,0.0152850384562341
0,0
0,0
0.0314527611387512,0.0156127501775875
0.0266589260323355,0.0140080717416152
0.0402192616966712,0.0177899659401608
0.0381869959624054,0.0203234708222013
0.0561400239344335,0.0178684051632811
0,0
0,0
0.0342617162421258,0.019207847995625
0.0356969488914081,0.0170167858739816
0.0235023642760234,0.0151264478543454
0.0785346043540138,0.0193882624239398
0.0432637796606388,0.0146753715463679
0,0
0,0
0.0249166812770908,0.0202994548925176
0.0157001399266301,0.0212228982508684
0.046389492465902,0.0228888493178602
0.0359989609973705,0.0159273698204344
0.0536994924659019,0.0175965677667669
0,0
0,0
0.0223756020478422,0.0128026475374153
0.041124814758906,0.0232938840239418
0.0505194656842058,0.0168042895462895
0.0227714884114785,0.0124123347697252
0.0470694732599633,0.0162728996034842
0,0
0,0
0.0355722990175391,0.0136436816741619
0.038404939250968,0.0109930290149997
-0.00600102674003666,0.0193722343424135
-0.0083022540127639,0.0186380197539349
0.0429380111387512,0.0149811316214093
0,0
0,0
0.04582845050786,0.0202866970550938
0.0263422197386293,0.0122300526907757
0.0310947791791887,0.0133437790545887
0.028986527430937,0.015062207388417
0.00434741042986957,0.0144800988349998
0,0
0,0
0.0123877372211468,0.0153102977671142
0.019555283866024,0.0154077249673921
0.0408140187145088,0.0189220932073902
0.071322374775115,0.0197810283525982
0.0505914050781451,0.0182719644437397
0,0
0,0
0.012163442956933,0.0202596748062194
0.00897526868967822,0.0179830531518185
0.0168477442141537,0.0154159236017322
-0.00158239564598612,0.0223237168987845
0.0326588630952726,0.0181126604823041
0,0
0,0
0.0749984575008669,0.0130062007121662
0.0465815064519161,0.0144252076095422
0.0765302966617064,0.00918921566005235
