"mu","std"
0.090306941587865,0.0964499966122073
0.000750257259737431,0.0931116927412159
0.107960785175586,0.092239689560258
0.158039350819981,0.0913934761455584
0.14515522477208,0.0912801228866146
0.023420772503291,0.0912353045456291
0.149807189248756,0.094572387866138
0.165803729591424,0.0918381746062707
0.121405900962157,0.0938065051586003
0.209669083229502,0.0909810021441508
-0.0635284152697249,0.0913687378982435
0.26023372606315,0.0952732252697994
0.158464052190974,0.0932113819402036
0.0369477483813707,0.0958330384468072
0.0532194025545534,0.0944335735926727
0.154553921220002,0.0934137077304211
0.0576585411119756,0.0948000748595532
0.218893682579358,0.0913621337402832
0.115885110036345,0.0934793260417149
0.167370904320218,0.0930188072537466
